candidate_id,ref_path,ours_path,bytes_identical,max_abs_diff,frac_pixels_differ,ref_bytes,ours_bytes,note
J15013022+255026,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15013022+255026.jpg,golden/stamps/J15013022+255026/J15013022+255026_v1.jpg,False,,,0,0,no reference
J358439-3035450,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J358439-3035450.jpg,golden/stamps/J358439-3035450/J358439-3035450_v1.jpg,False,,,0,0,no reference
J34135498+2813722,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J34135498+2813722.jpg,golden/stamps/J34135498+2813722/J34135498+2813722_v1.jpg,True,0.0,0.0,99955,99955,
J8834469-3370264,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J8834469-3370264.jpg,golden/stamps/J8834469-3370264/J8834469-3370264_v1.jpg,False,,,0,0,no reference
J21493235+5299840,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J21493235+5299840.jpg,golden/stamps/J21493235+5299840/J21493235+5299840_v1.jpg,False,,,0,0,no reference
J15027845+184036,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15027845+184036.jpg,golden/stamps/J15027845+184036/J15027845+184036_v1.jpg,False,,,0,0,no reference
J927569+915263,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J927569+915263.jpg,golden/stamps/J927569+915263/J927569+915263_v1.jpg,False,,,0,0,no reference
J23069956+2559453,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J23069956+2559453.jpg,golden/stamps/J23069956+2559453/J23069956+2559453_v1.jpg,True,0.0,0.0,134238,134238,
J15029814+254087,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15029814+254087.jpg,golden/stamps/J15029814+254087/J15029814+254087_v1.jpg,True,0.0,0.0,146466,146466,
J5186648-1343587,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J5186648-1343587.jpg,golden/stamps/J5186648-1343587/J5186648-1343587_v1.jpg,True,0.0,0.0,113136,113136,
J14996187+200380,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J14996187+200380.jpg,golden/stamps/J14996187+200380/J14996187+200380_v1.jpg,False,,,0,0,no reference
J15027379+184082,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15027379+184082.jpg,golden/stamps/J15027379+184082/J15027379+184082_v1.jpg,False,,,0,0,no reference
J20940271-1094685,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J20940271-1094685.jpg,golden/stamps/J20940271-1094685/J20940271-1094685_v1.jpg,False,,,0,0,no reference
J21369661+5478431,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J21369661+5478431.jpg,golden/stamps/J21369661+5478431/J21369661+5478431_v1.jpg,False,,,0,0,no reference
J32839345+1770589,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J32839345+1770589.jpg,golden/stamps/J32839345+1770589/J32839345+1770589_v1.jpg,False,,,0,0,no reference
J5414235-4704895,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J5414235-4704895.jpg,golden/stamps/J5414235-4704895/J5414235-4704895_v1.jpg,True,0.0,0.0,105563,105563,
J24396184-613690,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J24396184-613690.jpg,golden/stamps/J24396184-613690/J24396184-613690_v1.jpg,False,,,0,0,no reference
J8831663-3370788,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J8831663-3370788.jpg,golden/stamps/J8831663-3370788/J8831663-3370788_v1.jpg,False,,,0,0,no reference
J20150004+4811209,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J20150004+4811209.jpg,golden/stamps/J20150004+4811209/J20150004+4811209_v1.jpg,False,,,0,0,no reference
J21060768-456160,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J21060768-456160.jpg,golden/stamps/J21060768-456160/J21060768-456160_v1.jpg,False,,,0,0,no reference
J17771210-2809562,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J17771210-2809562.jpg,golden/stamps/J17771210-2809562/J17771210-2809562_v1.jpg,True,0.0,0.0,112246,112246,
J15005804+238042,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15005804+238042.jpg,golden/stamps/J15005804+238042/J15005804+238042_v1.jpg,False,,,0,0,no reference
J805311+1812371,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J805311+1812371.jpg,golden/stamps/J805311+1812371/J805311+1812371_v1.jpg,False,,,0,0,no reference
J26292001+2286748,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J26292001+2286748.jpg,golden/stamps/J26292001+2286748/J26292001+2286748_v1.jpg,False,,,0,0,no reference
J9940487-4849482,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J9940487-4849482.jpg,golden/stamps/J9940487-4849482/J9940487-4849482_v1.jpg,False,,,0,0,no reference
J21006317+1456150,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J21006317+1456150.jpg,golden/stamps/J21006317+1456150/J21006317+1456150_v1.jpg,True,0.0,0.0,80931,80931,
J18675054+1172962,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J18675054+1172962.jpg,golden/stamps/J18675054+1172962/J18675054+1172962_v1.jpg,False,,,0,0,no reference
J2451719-2192351,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J2451719-2192351.jpg,golden/stamps/J2451719-2192351/J2451719-2192351_v1.jpg,False,,,0,0,no reference
J10194892+7024985,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J10194892+7024985.jpg,golden/stamps/J10194892+7024985/J10194892+7024985_v1.jpg,False,,,0,0,no reference
J6402662-2407015,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J6402662-2407015.jpg,golden/stamps/J6402662-2407015/J6402662-2407015_v1.jpg,False,,,0,0,no reference
J1655664+080458,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J1655664+080458.jpg,golden/stamps/J1655664+080458/J1655664+080458_v1.jpg,False,,,0,0,no reference
J14996269+221023,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J14996269+221023.jpg,golden/stamps/J14996269+221023/J14996269+221023_v1.jpg,False,,,0,0,no reference
J4637336-3182658,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J4637336-3182658.jpg,golden/stamps/J4637336-3182658/J4637336-3182658_v1.jpg,True,0.0,0.0,107234,107234,
J4139573-5304843,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J4139573-5304843.jpg,golden/stamps/J4139573-5304843/J4139573-5304843_v1.jpg,False,,,0,0,no reference
J15019832+198630,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15019832+198630.jpg,golden/stamps/J15019832+198630/J15019832+198630_v1.jpg,False,,,0,0,no reference
J15013008+243766,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15013008+243766.jpg,golden/stamps/J15013008+243766/J15013008+243766_v1.jpg,False,,,0,0,no reference
J14981996+233941,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J14981996+233941.jpg,golden/stamps/J14981996+233941/J14981996+233941_v1.jpg,False,,,0,0,no reference
J15001911+259543,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15001911+259543.jpg,golden/stamps/J15001911+259543/J15001911+259543_v1.jpg,False,,,0,0,no reference
J31173025-1285736,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J31173025-1285736.jpg,golden/stamps/J31173025-1285736/J31173025-1285736_v1.jpg,False,,,0,0,no reference
J710586-7562357,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J710586-7562357.jpg,golden/stamps/J710586-7562357/J710586-7562357_v1.jpg,True,0.0,0.0,90517,90517,
J18716454+1177116,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J18716454+1177116.jpg,golden/stamps/J18716454+1177116/J18716454+1177116_v1.jpg,False,,,0,0,no reference
J2235243-7358297,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J2235243-7358297.jpg,golden/stamps/J2235243-7358297/J2235243-7358297_v1.jpg,True,0.0,0.0,131528,131528,
J8731758-6207720,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J8731758-6207720.jpg,golden/stamps/J8731758-6207720/J8731758-6207720_v1.jpg,False,,,0,0,no reference
J3470183+013617,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J3470183+013617.jpg,golden/stamps/J3470183+013617/J3470183+013617_v1.jpg,True,0.0,0.0,88917,88917,
J14987471+223116,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J14987471+223116.jpg,golden/stamps/J14987471+223116/J14987471+223116_v1.jpg,False,,,0,0,no reference
J18937456+6221686,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J18937456+6221686.jpg,golden/stamps/J18937456+6221686/J18937456+6221686_v1.jpg,True,0.0,0.0,94712,94712,
J15021038+179129,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15021038+179129.jpg,golden/stamps/J15021038+179129/J15021038+179129_v1.jpg,False,,,0,0,no reference
J8831331-3369558,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J8831331-3369558.jpg,golden/stamps/J8831331-3369558/J8831331-3369558_v1.jpg,False,,,0,0,no reference
J20954380-1094330,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J20954380-1094330.jpg,golden/stamps/J20954380-1094330/J20954380-1094330_v1.jpg,True,0.0,0.0,85819,85819,
J24497103+5551791,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J24497103+5551791.jpg,golden/stamps/J24497103+5551791/J24497103+5551791_v1.jpg,False,,,0,0,no reference
J17833025+793252,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J17833025+793252.jpg,golden/stamps/J17833025+793252/J17833025+793252_v1.jpg,False,,,0,0,no reference
J15031125+251191,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15031125+251191.jpg,golden/stamps/J15031125+251191/J15031125+251191_v1.jpg,False,,,0,0,no reference
J4784995-5841089,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J4784995-5841089.jpg,golden/stamps/J4784995-5841089/J4784995-5841089_v1.jpg,True,0.0,0.0,86900,86900,
J18928393+6223963,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J18928393+6223963.jpg,golden/stamps/J18928393+6223963/J18928393+6223963_v1.jpg,False,,,0,0,no reference
J2225968-7355728,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J2225968-7355728.jpg,golden/stamps/J2225968-7355728/J2225968-7355728_v1.jpg,False,,,0,0,no reference
J34161184-5841254,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J34161184-5841254.jpg,golden/stamps/J34161184-5841254/J34161184-5841254_v1.jpg,False,,,0,0,no reference
J26816024+6505016,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J26816024+6505016.jpg,golden/stamps/J26816024+6505016/J26816024+6505016_v1.jpg,True,0.0,0.0,128441,128441,
J6507435-5508786,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J6507435-5508786.jpg,golden/stamps/J6507435-5508786/J6507435-5508786_v1.jpg,False,,,0,0,no reference
J18309657+2753443,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J18309657+2753443.jpg,golden/stamps/J18309657+2753443/J18309657+2753443_v1.jpg,False,,,0,0,no reference
J24394722-614504,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J24394722-614504.jpg,golden/stamps/J24394722-614504/J24394722-614504_v1.jpg,False,,,0,0,no reference
J2451534-2191925,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J2451534-2191925.jpg,golden/stamps/J2451534-2191925/J2451534-2191925_v1.jpg,True,0.0,0.0,135739,135739,
J34708849-217825,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J34708849-217825.jpg,golden/stamps/J34708849-217825/J34708849-217825_v1.jpg,True,0.0,0.0,108260,108260,
J20148636+4809579,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J20148636+4809579.jpg,golden/stamps/J20148636+4809579/J20148636+4809579_v1.jpg,True,0.0,0.0,136980,136980,
J11072970-7345689,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J11072970-7345689.jpg,golden/stamps/J11072970-7345689/J11072970-7345689_v1.jpg,False,,,0,0,no reference
J6149425-4926794,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J6149425-4926794.jpg,golden/stamps/J6149425-4926794/J6149425-4926794_v1.jpg,False,,,0,0,no reference
J23749412-7819092,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J23749412-7819092.jpg,golden/stamps/J23749412-7819092/J23749412-7819092_v1.jpg,False,,,0,0,no reference
J18895415+499333,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J18895415+499333.jpg,golden/stamps/J18895415+499333/J18895415+499333_v1.jpg,True,0.0,0.0,125007,125007,
J18942061+6225477,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J18942061+6225477.jpg,golden/stamps/J18942061+6225477/J18942061+6225477_v1.jpg,False,,,0,0,no reference
J18929636+6214276,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J18929636+6214276.jpg,golden/stamps/J18929636+6214276/J18929636+6214276_v1.jpg,False,,,0,0,no reference
J15005718+220591,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15005718+220591.jpg,golden/stamps/J15005718+220591/J15005718+220591_v1.jpg,False,,,0,0,no reference
J14984222+230342,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J14984222+230342.jpg,golden/stamps/J14984222+230342/J14984222+230342_v1.jpg,False,,,0,0,no reference
J076153-3300005,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J076153-3300005.jpg,golden/stamps/J076153-3300005/J076153-3300005_v1.jpg,False,,,0,0,no reference
J18805344+1121596,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J18805344+1121596.jpg,golden/stamps/J18805344+1121596/J18805344+1121596_v1.jpg,True,0.0,0.0,118495,118495,
J16193787+1252943,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J16193787+1252943.jpg,golden/stamps/J16193787+1252943/J16193787+1252943_v1.jpg,True,0.0,0.0,128540,128540,
J2501506-591919,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J2501506-591919.jpg,golden/stamps/J2501506-591919/J2501506-591919_v1.jpg,False,,,0,0,no reference
J18818168+1282960,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J18818168+1282960.jpg,golden/stamps/J18818168+1282960/J18818168+1282960_v1.jpg,True,0.0,0.0,96072,96072,
J15017908+203681,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15017908+203681.jpg,golden/stamps/J15017908+203681/J15017908+203681_v1.jpg,False,,,0,0,no reference
J3996317-156579,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J3996317-156579.jpg,golden/stamps/J3996317-156579/J3996317-156579_v1.jpg,False,,,0,0,no reference
J20381042+4099544,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J20381042+4099544.jpg,golden/stamps/J20381042+4099544/J20381042+4099544_v1.jpg,False,,,0,0,no reference
J1086629-2060614,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J1086629-2060614.jpg,golden/stamps/J1086629-2060614/J1086629-2060614_v1.jpg,False,,,0,0,no reference
J31352710-005281,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J31352710-005281.jpg,golden/stamps/J31352710-005281/J31352710-005281_v1.jpg,True,0.0,0.0,115756,115756,
J462970+1644463,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J462970+1644463.jpg,golden/stamps/J462970+1644463/J462970+1644463_v1.jpg,False,,,0,0,no reference
J15057245+223798,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15057245+223798.jpg,golden/stamps/J15057245+223798/J15057245+223798_v1.jpg,True,0.0,0.0,111129,111129,
J15019655+249201,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15019655+249201.jpg,golden/stamps/J15019655+249201/J15019655+249201_v1.jpg,False,,,0,0,no reference
J21500508+5297323,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J21500508+5297323.jpg,golden/stamps/J21500508+5297323/J21500508+5297323_v1.jpg,False,,,0,0,no reference
J26807645+6520932,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J26807645+6520932.jpg,golden/stamps/J26807645+6520932/J26807645+6520932_v1.jpg,True,0.0,0.0,119932,119932,
J20853843+7726394,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J20853843+7726394.jpg,golden/stamps/J20853843+7726394/J20853843+7726394_v1.jpg,False,,,0,0,no reference
J8149689-2410706,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J8149689-2410706.jpg,golden/stamps/J8149689-2410706/J8149689-2410706_v1.jpg,True,0.0,0.0,86610,86610,
J4138784-5303843,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J4138784-5303843.jpg,golden/stamps/J4138784-5303843/J4138784-5303843_v1.jpg,False,,,0,0,no reference
J17174762+4246955,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J17174762+4246955.jpg,golden/stamps/J17174762+4246955/J17174762+4246955_v1.jpg,True,0.0,0.0,92417,92417,
J26885147+6527676,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J26885147+6527676.jpg,golden/stamps/J26885147+6527676/J26885147+6527676_v1.jpg,False,,,0,0,no reference
J15028871+191005,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15028871+191005.jpg,golden/stamps/J15028871+191005/J15028871+191005_v1.jpg,False,,,0,0,no reference
J805529+1810939,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J805529+1810939.jpg,golden/stamps/J805529+1810939/J805529+1810939_v1.jpg,False,,,0,0,no reference
J12404503+1918861,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J12404503+1918861.jpg,golden/stamps/J12404503+1918861/J12404503+1918861_v1.jpg,False,,,0,0,no reference
J7298151+010446,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J7298151+010446.jpg,golden/stamps/J7298151+010446/J7298151+010446_v1.jpg,False,,,0,0,no reference
J3996912-158493,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J3996912-158493.jpg,golden/stamps/J3996912-158493/J3996912-158493_v1.jpg,False,,,0,0,no reference
J4310830-518328,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J4310830-518328.jpg,golden/stamps/J4310830-518328/J4310830-518328_v1.jpg,True,0.0,0.0,118866,118866,
J3806901-4434926,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J3806901-4434926.jpg,golden/stamps/J3806901-4434926/J3806901-4434926_v1.jpg,False,,,0,0,no reference
J15041998+210898,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15041998+210898.jpg,golden/stamps/J15041998+210898/J15041998+210898_v1.jpg,False,,,0,0,no reference
J34709033-218772,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J34709033-218772.jpg,golden/stamps/J34709033-218772/J34709033-218772_v1.jpg,False,,,0,0,no reference
J15002207+263143,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15002207+263143.jpg,golden/stamps/J15002207+263143/J15002207+263143_v1.jpg,False,,,0,0,no reference
J14989229+226437,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J14989229+226437.jpg,golden/stamps/J14989229+226437/J14989229+226437_v1.jpg,False,,,0,0,no reference
J26006978+3560730,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J26006978+3560730.jpg,golden/stamps/J26006978+3560730/J26006978+3560730_v1.jpg,False,,,0,0,no reference
J15021106+190577,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J15021106+190577.jpg,golden/stamps/J15021106+190577/J15021106+190577_v1.jpg,False,,,0,0,no reference
J5376680-1946429,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J5376680-1946429.jpg,golden/stamps/J5376680-1946429/J5376680-1946429_v1.jpg,False,,,0,0,no reference
J18095026+476116,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J18095026+476116.jpg,golden/stamps/J18095026+476116/J18095026+476116_v1.jpg,False,,,0,0,no reference
J24396818-613860,/Users/benson/sync/research/jwst-strong-lens-search/top100_clean/J24396818-613860.jpg,golden/stamps/J24396818-613860/J24396818-613860_v1.jpg,False,,,0,0,no reference
