unit_id,candidate_id,split,kit_ids,n_passes,grade_letter,render_version,render_sha,leak,exposed_runs,in_fewshot,in_sft
u0142,J26828794+6516364,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0143,J3996588-153959,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0144,J15013022+255026,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0145,J358439-3035450,,,,,jwst_v1,,no,,,
u0146,J34135498+2813722,,,,,jwst_v1,,no,scrambled100_blind,,
u0147,J8834469-3370264,,,,,jwst_v1,,no,,,
u0148,J21493235+5299840,,,,,jwst_v1,,no,,,
u0149,J15027845+184036,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0150,J927569+915263,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1|truth_a1_sonnet_design_k2_r1|truth_a1_sonnet_design_k2_r2,,
u0151,J23069956+2559453,,,,,jwst_v1,,no,scrambled100_blind,,
u0152,J15029814+254087,,,,,jwst_v1,,no,scrambled100_blind,,
u0153,J5186648-1343587,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1|scrambled100_blind,,
u0154,J14996187+200380,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1|truth_a1_sonnet_design_k2_r1|truth_a1_sonnet_design_k2_r2,,
u0155,J15027379+184082,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0156,J20940271-1094685,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0157,J21369661+5478431,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0158,J32839345+1770589,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1|truth_a1_sonnet_design_k2_r1|truth_a1_sonnet_design_k2_r2,,
u0159,J5414235-4704895,,,,,jwst_v1,,no,scrambled100_blind,,
u0160,J24396184-613690,,,,,jwst_v1,,no,,,
u0161,J8831663-3370788,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0162,J20150004+4811209,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0163,J21060768-456160,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0164,J17771210-2809562,,,,,jwst_v1,,no,scrambled100_blind,,
u0165,J15005804+238042,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0166,J805311+1812371,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0167,J26292001+2286748,,,,,jwst_v1,,desi_train,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0168,J9940487-4849482,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0169,J21006317+1456150,,,,,jwst_v1,,no,scrambled100_blind,,
u0170,J18675054+1172962,,,,,jwst_v1,,no,,,
u0171,J2451719-2192351,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0172,J10194892+7024985,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0173,J6402662-2407015,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0174,J1655664+080458,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0175,J14996269+221023,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0176,J4637336-3182658,,,,,jwst_v1,,no,scrambled100_blind,,
u0177,J4139573-5304843,,,,,jwst_v1,,no,,,
u0178,J15019832+198630,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0179,J15013008+243766,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0180,J14981996+233941,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1|truth_a1_sonnet_design_k2_r1|truth_a1_sonnet_design_k2_r2,,
u0181,J15001911+259543,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0182,J31173025-1285736,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0183,J710586-7562357,,,,,jwst_v1,,no,scrambled100_blind,,
u0184,J18716454+1177116,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0185,J2235243-7358297,,,,,jwst_v1,,no,scrambled100_blind,,
u0186,J8731758-6207720,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0187,J3470183+013617,,,,,jwst_v1,,no,scrambled100_blind,,
u0188,J14987471+223116,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0189,J18937456+6221686,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1|scrambled100_blind,,
u0190,J15021038+179129,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0191,J8831331-3369558,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0192,J20954380-1094330,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1|scrambled100_blind,,
u0193,J24497103+5551791,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0194,J17833025+793252,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1|truth_a1_sonnet_design_k2_r1|truth_a1_sonnet_design_k2_r2,,
u0195,J15031125+251191,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0196,J4784995-5841089,,,,,jwst_v1,,no,scrambled100_blind,,
u0197,J18928393+6223963,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0198,J2225968-7355728,,,,,jwst_v1,,no,,,
u0199,J34161184-5841254,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0200,J26816024+6505016,,,,,jwst_v1,,no,scrambled100_blind,,
u0201,J6507435-5508786,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0202,J18309657+2753443,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0203,J24394722-614504,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1|truth_a1_sonnet_design_k2_r1|truth_a1_sonnet_design_k2_r2,,
u0204,J2451534-2191925,,,,,jwst_v1,,desi_train,scrambled100_blind,,
u0205,J34708849-217825,,,,,jwst_v1,,desi_train,scrambled100_blind,,
u0206,J20148636+4809579,,,,,jwst_v1,,no,scrambled100_blind,,
u0207,J11072970-7345689,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0208,J6149425-4926794,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0209,J23749412-7819092,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0210,J18895415+499333,,,,,jwst_v1,,no,scrambled100_blind,,
u0211,J18942061+6225477,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0212,J18929636+6214276,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0213,J15005718+220591,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0214,J14984222+230342,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0215,J076153-3300005,,,,,jwst_v1,,no,truth_a1_sonnet_design_r1|truth_a0_sonnet_design_r1|truth_a2_sonnet_design_r1|truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0216,J18805344+1121596,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1|scrambled100_blind,,
u0217,J16193787+1252943,,,,,jwst_v1,,no,scrambled100_blind,,
u0218,J2501506-591919,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0219,J18818168+1282960,,,,,jwst_v1,,no,scrambled100_blind,,
u0220,J15017908+203681,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0221,J3996317-156579,,,,,jwst_v1,,desi_train,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0222,J20381042+4099544,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0223,J1086629-2060614,,,,,jwst_v1,,no,,,
u0224,J31352710-005281,,,,,jwst_v1,,no,scrambled100_blind,,
u0225,J462970+1644463,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0226,J15057245+223798,,,,,jwst_v1,,no,scrambled100_blind,,
u0227,J15019655+249201,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0228,J21500508+5297323,,,,,jwst_v1,,no,,,
u0229,J26807645+6520932,,,,,jwst_v1,,no,scrambled100_blind,,
u0230,J20853843+7726394,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0231,J8149689-2410706,,,,,jwst_v1,,no,scrambled100_blind,,
u0232,J4138784-5303843,,,,,jwst_v1,,no,,,
u0233,J17174762+4246955,,,,,jwst_v1,,no,scrambled100_blind,,
u0234,J26885147+6527676,,,,,jwst_v1,,no,,,
u0235,J15028871+191005,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0236,J805529+1810939,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0237,J12404503+1918861,,,,,jwst_v1,,no,,,
u0238,J7298151+010446,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0239,J3996912-158493,,,,,jwst_v1,,desi_train,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0240,J4310830-518328,,,,,jwst_v1,,no,scrambled100_blind,,
u0241,J3806901-4434926,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0242,J15041998+210898,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0243,J34709033-218772,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1|truth_a1_sonnet_design_k2_r1|truth_a1_sonnet_design_k2_r2,,
u0244,J15002207+263143,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
u0245,J14989229+226437,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0246,J26006978+3560730,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0247,J15021106+190577,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1|truth_a1_sonnet_design_k2_r1|truth_a1_sonnet_design_k2_r2,,
u0248,J5376680-1946429,,,,,jwst_v1,,no,truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0249,J18095026+476116,,,,,jwst_v1,,no,truth_a0_sonnet_design_k1_r1|truth_a2_sonnet_design_k1_r1|truth_a1_sonnet_design_k1_r1,,
u0250,J24396818-613860,,,,,jwst_v1,,no,truth_a0_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k1_r1|truth_a3_sonnet_holdout_k1_r1|truth_a1_sonnet_holdout_k1_r1|truth_a2_sonnet_holdout_k3_r1|truth_a2_sonnet_holdout_k3_r2|truth_a2_sonnet_holdout_k3_r3|truth_a1_opus_holdout_k1_r1|truth_a2_opus5_holdout_k1_r1|truth_a2_sonnet5_holdout_k1_r1|truth_a1_opus5_holdout_k1_r1,,
